order_date_jkt,price_sold_at,order_quantity,city,province,pricing_engine_buying_price
2021-10-26,125000,1,SURABAYA,JAWA TIMUR,
2021-10-26,125000,1,SURABAYA,JAWA TIMUR,
2021-10-26,125000,1,SURABAYA,JAWA TIMUR,
2021-10-26,125000,1,SURABAYA,JAWA TIMUR,
2021-10-26,125000,1,SURABAYA,JAWA TIMUR,0.0
2021-10-26,125000,1,SURABAYA,JAWA TIMUR,0.0
2021-10-26,125000,1,SURABAYA,JAWA TIMUR,
2021-10-26,125000,1,SURABAYA,JAWA TIMUR,0.0
2021-10-26,125000,1,SURABAYA,JAWA TIMUR,0.0
2021-10-26,125000,1,SURABAYA,JAWA TIMUR,
2021-10-26,125000,1,SURABAYA,JAWA TIMUR,
2021-10-26,125000,1,SURABAYA,JAWA TIMUR,
2021-10-27,125000,1,SURABAYA,JAWA TIMUR,0.0
2021-10-27,125000,1,SURABAYA,JAWA TIMUR,
2021-10-27,125000,1,SURABAYA,JAWA TIMUR,
2021-10-27,125000,1,SURABAYA,JAWA TIMUR,
2021-10-27,125000,1,SURABAYA,JAWA TIMUR,0.0
2021-10-27,125000,1,SURABAYA,JAWA TIMUR,
2021-10-27,125000,1,SURABAYA,JAWA TIMUR,0.0
2021-10-27,125000,1,SURABAYA,JAWA TIMUR,
2021-10-27,125000,1,SURABAYA,JAWA TIMUR,
2021-10-27,125000,1,SURABAYA,JAWA TIMUR,
2021-10-27,125000,1,SURABAYA,JAWA TIMUR,0.0
2021-10-27,125000,1,SURABAYA,JAWA TIMUR,
2021-10-27,125000,1,SIDOARJO,JAWA TIMUR,
2021-10-27,125000,1,SIDOARJO,JAWA TIMUR,
2021-10-27,125000,1,SIDOARJO,JAWA TIMUR,
2021-10-27,125000,1,SIDOARJO,JAWA TIMUR,
2021-10-27,125000,1,SIDOARJO,JAWA TIMUR,0.0
2021-10-27,125000,1,SIDOARJO,JAWA TIMUR,0.0
2021-10-27,125000,1,SIDOARJO,JAWA TIMUR,
2021-10-27,125000,1,SURABAYA,JAWA TIMUR,
2021-10-27,125000,1,SURABAYA,JAWA TIMUR,
2021-10-27,125000,1,SURABAYA,JAWA TIMUR,
2021-10-27,125000,1,SURABAYA,JAWA TIMUR,
2021-10-27,125000,1,SURABAYA,JAWA TIMUR,0.0
2021-10-27,125000,1,SURABAYA,JAWA TIMUR,0.0
2021-10-27,125000,1,SURABAYA,JAWA TIMUR,
2021-10-27,125000,1,GRESIK,JAWA TIMUR,
2021-10-27,125000,1,GRESIK,JAWA TIMUR,
2021-10-27,125000,1,GRESIK,JAWA TIMUR,
2021-10-27,125000,1,GRESIK,JAWA TIMUR,
2021-10-27,125000,1,GRESIK,JAWA TIMUR,0.0
2021-10-27,125000,1,GRESIK,JAWA TIMUR,0.0
2021-10-27,125000,1,GRESIK,JAWA TIMUR,
2021-10-27,125000,1,SURABAYA,JAWA TIMUR,
2021-10-27,125000,1,SURABAYA,JAWA TIMUR,
2021-10-27,125000,1,SURABAYA,JAWA TIMUR,
2021-10-27,125000,1,SURABAYA,JAWA TIMUR,
2021-10-27,125000,1,SURABAYA,JAWA TIMUR,
2021-10-27,125000,1,SURABAYA,JAWA TIMUR,
2021-10-27,125000,1,SURABAYA,JAWA TIMUR,0.0
2021-10-27,125000,1,SURABAYA,JAWA TIMUR,0.0
2021-10-27,125000,1,SURABAYA,JAWA TIMUR,
2021-10-27,125000,1,SURABAYA,JAWA TIMUR,
2021-10-27,125000,1,SURABAYA,JAWA TIMUR,
2021-10-27,125000,1,SURABAYA,JAWA TIMUR,
2021-10-27,125000,1,SURABAYA,JAWA TIMUR,
2021-10-27,125000,1,SURABAYA,JAWA TIMUR,0.0
2021-10-27,125000,1,SURABAYA,JAWA TIMUR,0.0
2021-10-27,125000,1,SIDOARJO,JAWA TIMUR,
2021-10-27,125000,1,SIDOARJO,JAWA TIMUR,
2021-10-27,125000,1,SIDOARJO,JAWA TIMUR,
2021-10-27,125000,1,SIDOARJO,JAWA TIMUR,
2021-10-27,125000,1,SIDOARJO,JAWA TIMUR,
2021-10-27,125000,1,SIDOARJO,JAWA TIMUR,
2021-10-27,125000,1,SIDOARJO,JAWA TIMUR,0.0
2021-10-27,125000,1,SIDOARJO,JAWA TIMUR,0.0
2021-10-27,125000,1,SIDOARJO,JAWA TIMUR,
2021-10-27,125000,4,GRESIK,JAWA TIMUR,
2021-10-27,125000,4,GRESIK,JAWA TIMUR,
2021-10-27,125000,4,GRESIK,JAWA TIMUR,
2021-10-27,125000,4,GRESIK,JAWA TIMUR,
2021-10-27,125000,4,GRESIK,JAWA TIMUR,
2021-10-27,125000,4,GRESIK,JAWA TIMUR,0.0
2021-10-27,125000,4,GRESIK,JAWA TIMUR,0.0
2021-10-27,125000,1,SURABAYA,JAWA TIMUR,
2021-10-27,125000,1,SURABAYA,JAWA TIMUR,
2021-10-27,125000,1,SURABAYA,JAWA TIMUR,
2021-10-27,125000,1,SURABAYA,JAWA TIMUR,0.0
2021-10-27,125000,1,SURABAYA,JAWA TIMUR,0.0
2021-10-27,125000,1,SURABAYA,JAWA TIMUR,
2021-10-29,129000,1,SURABAYA,JAWA TIMUR,
2021-10-29,129000,1,SURABAYA,JAWA TIMUR,
2021-10-29,129000,1,SURABAYA,JAWA TIMUR,
2021-10-29,129000,1,SURABAYA,JAWA TIMUR,0.0
2021-10-29,129000,1,SURABAYA,JAWA TIMUR,0.0
2021-10-29,129000,1,SURABAYA,JAWA TIMUR,
2021-11-01,129000,1,SIDOARJO,JAWA TIMUR,
2021-11-01,129000,1,SIDOARJO,JAWA TIMUR,
2021-11-01,129000,1,SIDOARJO,JAWA TIMUR,
2021-11-01,129000,1,SIDOARJO,JAWA TIMUR,
2021-11-01,129000,1,SIDOARJO,JAWA TIMUR,0.0
2021-11-01,129000,1,SIDOARJO,JAWA TIMUR,0.0
2021-11-01,129000,1,SIDOARJO,JAWA TIMUR,
2021-11-03,129000,1,SURABAYA,JAWA TIMUR,
2021-11-03,129000,1,SURABAYA,JAWA TIMUR,
2021-11-03,129000,1,SURABAYA,JAWA TIMUR,
2021-11-03,129000,1,SURABAYA,JAWA TIMUR,
2021-11-03,129000,1,SURABAYA,JAWA TIMUR,
2021-11-03,129000,1,GRESIK,JAWA TIMUR,
2021-11-03,129000,1,GRESIK,JAWA TIMUR,
2021-11-03,129000,1,GRESIK,JAWA TIMUR,
2021-11-03,129000,1,GRESIK,JAWA TIMUR,
2021-11-03,129000,1,GRESIK,JAWA TIMUR,
2021-11-04,129000,1,GRESIK,JAWA TIMUR,
2021-11-04,129000,1,GRESIK,JAWA TIMUR,
2021-11-04,129000,1,GRESIK,JAWA TIMUR,
2021-11-04,129000,1,GRESIK,JAWA TIMUR,
2021-11-04,129000,1,GRESIK,JAWA TIMUR,
2021-11-05,129000,1,GRESIK,JAWA TIMUR,
2021-11-05,129000,1,GRESIK,JAWA TIMUR,
2021-11-05,129000,1,GRESIK,JAWA TIMUR,
2021-11-05,129000,1,GRESIK,JAWA TIMUR,
2021-11-05,129000,1,GRESIK,JAWA TIMUR,
2021-11-05,129000,1,GRESIK,JAWA TIMUR,
2021-11-05,129000,1,GRESIK,JAWA TIMUR,
2021-11-05,129000,1,GRESIK,JAWA TIMUR,
2021-11-05,129000,1,GRESIK,JAWA TIMUR,
2021-11-05,129000,1,GRESIK,JAWA TIMUR,
2021-11-06,129000,1,SURABAYA,JAWA TIMUR,
2021-11-06,129000,1,SURABAYA,JAWA TIMUR,
2021-11-06,129000,1,SURABAYA,JAWA TIMUR,
2021-11-06,129000,1,SURABAYA,JAWA TIMUR,
2021-11-06,129000,1,SURABAYA,JAWA TIMUR,
2021-11-09,129000,1,SURABAYA,JAWA TIMUR,
2021-11-09,129000,1,SURABAYA,JAWA TIMUR,
2021-11-09,129000,1,SURABAYA,JAWA TIMUR,
2021-11-09,129000,1,SURABAYA,JAWA TIMUR,
2021-11-09,129000,1,SURABAYA,JAWA TIMUR,
2021-11-09,129000,1,SURABAYA,JAWA TIMUR,
2021-11-09,129000,1,SURABAYA,JAWA TIMUR,
2021-11-10,129000,1,SIDOARJO,JAWA TIMUR,
2021-11-10,129000,1,SIDOARJO,JAWA TIMUR,
2021-11-11,129000,1,SURABAYA,JAWA TIMUR,
2021-11-11,129000,1,SURABAYA,JAWA TIMUR,
2021-11-11,129000,1,SURABAYA,JAWA TIMUR,
2021-11-11,129000,1,SURABAYA,JAWA TIMUR,
2021-11-11,129000,1,SURABAYA,JAWA TIMUR,
2021-11-11,129000,2,SURABAYA,JAWA TIMUR,
2021-11-11,129000,2,SURABAYA,JAWA TIMUR,
2021-11-11,129000,1,SURABAYA,JAWA TIMUR,
2021-11-11,129000,1,SURABAYA,JAWA TIMUR,
2021-11-11,129000,1,SURABAYA,JAWA TIMUR,
2021-11-11,129000,1,SURABAYA,JAWA TIMUR,
2021-11-11,129000,1,SURABAYA,JAWA TIMUR,
2021-11-11,129000,1,SURABAYA,JAWA TIMUR,
2021-11-13,129000,1,SURABAYA,JAWA TIMUR,
2021-11-13,129000,1,SURABAYA,JAWA TIMUR,
2021-11-13,129000,1,SURABAYA,JAWA TIMUR,
2021-11-13,129000,1,SURABAYA,JAWA TIMUR,
2021-11-13,129000,1,SURABAYA,JAWA TIMUR,
2021-11-13,129000,1,SURABAYA,JAWA TIMUR,
2021-11-14,129000,1,GRESIK,JAWA TIMUR,
2021-11-14,129000,1,GRESIK,JAWA TIMUR,
2021-11-14,129000,1,GRESIK,JAWA TIMUR,
2021-11-14,129000,1,GRESIK,JAWA TIMUR,
2021-11-16,129000,1,SURABAYA,JAWA TIMUR,
2021-11-16,129000,1,SURABAYA,JAWA TIMUR,
2021-11-16,129000,1,SURABAYA,JAWA TIMUR,
2021-11-16,129000,1,SURABAYA,JAWA TIMUR,
2021-11-16,129000,1,SURABAYA,JAWA TIMUR,
2021-11-16,129000,1,SIDOARJO,JAWA TIMUR,
2021-11-16,129000,1,SIDOARJO,JAWA TIMUR,
2021-11-16,129000,1,SIDOARJO,JAWA TIMUR,
2021-11-16,129000,1,SIDOARJO,JAWA TIMUR,
2021-11-16,129000,1,SIDOARJO,JAWA TIMUR,
2021-11-17,129000,1,SURABAYA,JAWA TIMUR,
2021-11-17,129000,1,SURABAYA,JAWA TIMUR,
2021-11-17,129000,1,SURABAYA,JAWA TIMUR,
2021-11-17,129000,1,SURABAYA,JAWA TIMUR,
2021-11-17,129000,1,SURABAYA,JAWA TIMUR,
2021-11-17,129000,1,GRESIK,JAWA TIMUR,
2021-11-17,129000,1,GRESIK,JAWA TIMUR,
2021-11-17,129000,1,GRESIK,JAWA TIMUR,
2021-11-17,129000,1,GRESIK,JAWA TIMUR,
2021-11-17,129000,1,GRESIK,JAWA TIMUR,
2021-11-18,129000,1,GRESIK,JAWA TIMUR,
2021-11-18,129000,1,GRESIK,JAWA TIMUR,
2021-11-18,129000,1,GRESIK,JAWA TIMUR,
2021-11-18,129000,1,GRESIK,JAWA TIMUR,
2021-11-18,129000,1,GRESIK,JAWA TIMUR,
2021-11-19,129000,1,SURABAYA,JAWA TIMUR,
2021-11-19,129000,1,SURABAYA,JAWA TIMUR,
2021-11-19,129000,1,SURABAYA,JAWA TIMUR,
2021-11-19,129000,1,SURABAYA,JAWA TIMUR,
2021-11-20,129000,1,SURABAYA,JAWA TIMUR,
2021-11-20,129000,1,SURABAYA,JAWA TIMUR,
2021-11-20,129000,1,SURABAYA,JAWA TIMUR,
2021-11-20,129000,1,SURABAYA,JAWA TIMUR,
2021-11-20,129000,1,SURABAYA,JAWA TIMUR,
2021-11-22,129000,1,SURABAYA,JAWA TIMUR,
2021-11-22,129000,1,SURABAYA,JAWA TIMUR,
2021-11-22,129000,1,SURABAYA,JAWA TIMUR,
2021-11-22,129000,1,SURABAYA,JAWA TIMUR,
2021-11-23,129000,1,GRESIK,JAWA TIMUR,
2021-11-23,129000,1,GRESIK,JAWA TIMUR,
2021-11-23,129000,1,GRESIK,JAWA TIMUR,
2021-11-23,129000,1,SURABAYA,JAWA TIMUR,
2021-11-23,129000,1,SURABAYA,JAWA TIMUR,
2021-11-23,129000,1,SURABAYA,JAWA TIMUR,
2021-11-23,129000,1,SURABAYA,JAWA TIMUR,
2021-11-23,129000,1,SURABAYA,JAWA TIMUR,
2021-11-24,129000,2,SURABAYA,JAWA TIMUR,
2021-11-24,129000,2,SURABAYA,JAWA TIMUR,
2021-11-24,129000,2,SURABAYA,JAWA TIMUR,
2021-11-24,129000,2,SURABAYA,JAWA TIMUR,
2021-11-24,129000,2,SURABAYA,JAWA TIMUR,
2021-11-25,129000,2,SURABAYA,JAWA TIMUR,
2021-11-25,129000,2,SURABAYA,JAWA TIMUR,
2021-11-25,129000,2,SURABAYA,JAWA TIMUR,
2021-11-25,129000,2,SURABAYA,JAWA TIMUR,
2021-11-25,129000,2,SURABAYA,JAWA TIMUR,
2021-11-25,129000,2,SURABAYA,JAWA TIMUR,
2021-11-26,129000,1,SIDOARJO,JAWA TIMUR,
2021-11-26,129000,1,SIDOARJO,JAWA TIMUR,
2021-11-26,129000,1,SIDOARJO,JAWA TIMUR,
2021-11-26,129000,1,SIDOARJO,JAWA TIMUR,
2021-11-26,129000,1,SURABAYA,JAWA TIMUR,
2021-11-26,129000,1,SURABAYA,JAWA TIMUR,
2021-11-26,129000,1,SURABAYA,JAWA TIMUR,
2021-11-26,129000,1,SURABAYA,JAWA TIMUR,
2021-11-26,129000,1,SURABAYA,JAWA TIMUR,
2021-11-27,129000,1,SURABAYA,JAWA TIMUR,
2021-11-27,129000,1,SURABAYA,JAWA TIMUR,
2021-11-27,129000,1,SURABAYA,JAWA TIMUR,
2021-11-27,129000,1,SURABAYA,JAWA TIMUR,
2021-11-27,129000,1,SURABAYA,JAWA TIMUR,
2021-11-27,129000,1,SIDOARJO,JAWA TIMUR,
2021-11-27,129000,1,SIDOARJO,JAWA TIMUR,
2021-11-27,129000,1,SIDOARJO,JAWA TIMUR,
2021-11-27,129000,1,SIDOARJO,JAWA TIMUR,
2021-11-29,129000,1,GRESIK,JAWA TIMUR,
2021-11-29,129000,1,GRESIK,JAWA TIMUR,
2021-11-29,129000,1,GRESIK,JAWA TIMUR,
2021-11-29,129000,1,GRESIK,JAWA TIMUR,
2021-11-29,129000,1,GRESIK,JAWA TIMUR,
2021-11-29,129000,1,SIDOARJO,JAWA TIMUR,
2021-11-29,129000,1,SIDOARJO,JAWA TIMUR,
2021-11-29,129000,1,SIDOARJO,JAWA TIMUR,
2021-11-29,129000,1,SIDOARJO,JAWA TIMUR,
2021-11-30,129000,1,SURABAYA,JAWA TIMUR,
2021-11-30,129000,1,SURABAYA,JAWA TIMUR,
2021-11-30,129000,1,SURABAYA,JAWA TIMUR,
2021-11-30,129000,1,SURABAYA,JAWA TIMUR,
2021-11-30,129000,1,SURABAYA,JAWA TIMUR,
2021-11-30,129000,1,SIDOARJO,JAWA TIMUR,
2021-11-30,129000,1,SIDOARJO,JAWA TIMUR,
2021-11-30,129000,1,SIDOARJO,JAWA TIMUR,
2021-11-30,129000,1,SIDOARJO,JAWA TIMUR,
2021-11-30,129000,1,SIDOARJO,JAWA TIMUR,
2021-12-01,129000,1,SURABAYA,JAWA TIMUR,
2021-12-01,129000,1,SURABAYA,JAWA TIMUR,
2021-12-01,129000,1,SURABAYA,JAWA TIMUR,
2021-12-01,129000,1,SURABAYA,JAWA TIMUR,
2021-12-01,129000,1,SURABAYA,JAWA TIMUR,
2021-12-02,129000,1,SURABAYA,JAWA TIMUR,
2021-12-02,129000,1,SURABAYA,JAWA TIMUR,
2021-12-02,129000,1,GRESIK,JAWA TIMUR,
2021-12-02,129000,1,GRESIK,JAWA TIMUR,
2021-12-02,129000,1,GRESIK,JAWA TIMUR,
2021-12-02,129000,1,GRESIK,JAWA TIMUR,
2021-12-02,129000,1,SURABAYA,JAWA TIMUR,
2021-12-02,129000,1,SURABAYA,JAWA TIMUR,
2021-12-02,129000,1,SURABAYA,JAWA TIMUR,
2021-12-02,129000,1,SURABAYA,JAWA TIMUR,
2021-12-02,129000,1,SURABAYA,JAWA TIMUR,
2021-12-05,129000,1,SIDOARJO,JAWA TIMUR,
2021-12-05,129000,1,SIDOARJO,JAWA TIMUR,
2021-12-05,129000,1,SIDOARJO,JAWA TIMUR,
2021-12-05,129000,1,SIDOARJO,JAWA TIMUR,
2021-12-05,129000,1,SIDOARJO,JAWA TIMUR,
2021-12-06,129000,1,SURABAYA,JAWA TIMUR,
2021-12-06,129000,1,SURABAYA,JAWA TIMUR,
2021-12-06,129000,1,SURABAYA,JAWA TIMUR,
2021-12-06,129000,1,SURABAYA,JAWA TIMUR,
2021-12-06,129000,1,SURABAYA,JAWA TIMUR,
2021-12-07,129000,1,SURABAYA,JAWA TIMUR,
2021-12-07,129000,1,SURABAYA,JAWA TIMUR,
2021-12-07,129000,1,SURABAYA,JAWA TIMUR,
2021-12-07,129000,1,SURABAYA,JAWA TIMUR,
2021-12-07,129000,1,SURABAYA,JAWA TIMUR,
2021-12-07,129000,1,SIDOARJO,JAWA TIMUR,
2021-12-07,129000,1,SIDOARJO,JAWA TIMUR,
2021-12-07,129000,1,SIDOARJO,JAWA TIMUR,
2021-12-07,129000,1,SIDOARJO,JAWA TIMUR,
2021-12-07,129000,1,SIDOARJO,JAWA TIMUR,
2021-12-07,129000,1,SIDOARJO,JAWA TIMUR,
2021-12-08,129000,1,SIDOARJO,JAWA TIMUR,
2021-12-08,129000,1,SIDOARJO,JAWA TIMUR,
2021-12-08,129000,1,SIDOARJO,JAWA TIMUR,
2021-12-08,129000,1,SIDOARJO,JAWA TIMUR,
2021-12-08,129000,1,SIDOARJO,JAWA TIMUR,
2021-12-08,129000,1,SIDOARJO,JAWA TIMUR,
2021-12-08,129000,1,SIDOARJO,JAWA TIMUR,
2021-12-08,129000,1,SIDOARJO,JAWA TIMUR,
2021-12-08,129000,1,SIDOARJO,JAWA TIMUR,
2021-12-08,129000,1,SIDOARJO,JAWA TIMUR,
2021-12-09,129000,1,GRESIK,JAWA TIMUR,
2021-12-09,129000,1,GRESIK,JAWA TIMUR,
2021-12-09,129000,1,GRESIK,JAWA TIMUR,
2021-12-09,129000,1,GRESIK,JAWA TIMUR,
2021-12-09,129000,1,GRESIK,JAWA TIMUR,
2021-12-10,129000,1,SURABAYA,JAWA TIMUR,
2021-12-10,129000,1,SURABAYA,JAWA TIMUR,
2021-12-10,129000,1,SURABAYA,JAWA TIMUR,
2021-12-10,129000,1,SURABAYA,JAWA TIMUR,
2021-12-10,129000,1,SURABAYA,JAWA TIMUR,
2021-12-10,129000,1,GRESIK,JAWA TIMUR,
2021-12-10,129000,1,GRESIK,JAWA TIMUR,
2021-12-10,129000,1,GRESIK,JAWA TIMUR,
2021-12-10,129000,1,GRESIK,JAWA TIMUR,
2021-12-12,129000,1,SURABAYA,JAWA TIMUR,
2021-12-12,129000,1,SURABAYA,JAWA TIMUR,
2021-12-12,129000,1,SURABAYA,JAWA TIMUR,
2021-12-12,129000,1,SURABAYA,JAWA TIMUR,
2021-12-12,129000,1,SURABAYA,JAWA TIMUR,
2021-12-13,129000,1,GRESIK,JAWA TIMUR,
2021-12-13,129000,1,GRESIK,JAWA TIMUR,
2021-12-13,129000,1,GRESIK,JAWA TIMUR,
2021-12-13,129000,1,GRESIK,JAWA TIMUR,
2021-12-13,129000,1,GRESIK,JAWA TIMUR,
2021-12-14,129000,1,SURABAYA,JAWA TIMUR,
2021-12-14,129000,1,SURABAYA,JAWA TIMUR,
2021-12-14,129000,1,SURABAYA,JAWA TIMUR,
2021-12-14,129000,1,SURABAYA,JAWA TIMUR,
2021-12-14,129000,1,SURABAYA,JAWA TIMUR,0.0
2021-12-15,129000,1,SURABAYA,JAWA TIMUR,
2021-12-15,129000,1,SURABAYA,JAWA TIMUR,0.0
2021-12-15,129000,1,SURABAYA,JAWA TIMUR,
2021-12-15,129000,1,SURABAYA,JAWA TIMUR,0.0
2021-12-15,129000,1,SURABAYA,JAWA TIMUR,0.0
2021-12-15,129000,1,SURABAYA,JAWA TIMUR,0.0
2021-12-15,129000,1,SURABAYA,JAWA TIMUR,0.0
2021-12-15,129000,1,SURABAYA,JAWA TIMUR,
2021-12-15,129000,1,SURABAYA,JAWA TIMUR,0.0
2021-12-15,129000,1,SURABAYA,JAWA TIMUR,
2021-12-15,129000,1,SURABAYA,JAWA TIMUR,0.0
2021-12-15,129000,1,SURABAYA,JAWA TIMUR,
2021-12-15,129000,1,SURABAYA,JAWA TIMUR,0.0
2021-12-15,129000,1,SURABAYA,JAWA TIMUR,
2021-12-15,129000,1,SURABAYA,JAWA TIMUR,0.0
2021-12-16,129000,1,SIDOARJO,JAWA TIMUR,122500.0
2021-12-16,129000,1,SIDOARJO,JAWA TIMUR,0.0
2021-12-16,129000,1,SIDOARJO,JAWA TIMUR,122500.0
2021-12-16,129000,1,SIDOARJO,JAWA TIMUR,122500.0
2021-12-16,129000,1,SIDOARJO,JAWA TIMUR,0.0
2021-12-16,129000,1,SIDOARJO,JAWA TIMUR,122500.0
2021-12-16,129000,1,SIDOARJO,JAWA TIMUR,122500.0
2021-12-16,129000,1,SIDOARJO,JAWA TIMUR,0.0
2021-12-16,129000,1,SIDOARJO,JAWA TIMUR,0.0
2021-12-16,129000,1,SIDOARJO,JAWA TIMUR,122500.0
2021-12-17,129000,1,SURABAYA,JAWA TIMUR,0.0
2021-12-17,129000,1,SURABAYA,JAWA TIMUR,0.0
2021-12-17,129000,1,SURABAYA,JAWA TIMUR,0.0
2021-12-17,129000,1,SURABAYA,JAWA TIMUR,0.0
2021-12-17,129000,1,SURABAYA,JAWA TIMUR,0.0
2021-12-18,129000,1,SURABAYA,JAWA TIMUR,0.0
2021-12-18,129000,1,SURABAYA,JAWA TIMUR,0.0
2021-12-18,129000,1,SURABAYA,JAWA TIMUR,0.0
2021-12-18,129000,1,SURABAYA,JAWA TIMUR,0.0
2021-12-18,129000,1,SIDOARJO,JAWA TIMUR,0.0
2021-12-18,129000,1,SIDOARJO,JAWA TIMUR,0.0
2021-12-18,129000,1,SIDOARJO,JAWA TIMUR,0.0
2021-12-18,129000,1,SIDOARJO,JAWA TIMUR,0.0
2021-12-18,129000,1,SIDOARJO,JAWA TIMUR,0.0
2021-12-20,129000,1,SURABAYA,JAWA TIMUR,0.0
2021-12-20,129000,1,SURABAYA,JAWA TIMUR,0.0
2021-12-20,129000,1,SURABAYA,JAWA TIMUR,0.0
2021-12-20,129000,1,SURABAYA,JAWA TIMUR,0.0
2021-12-20,129000,1,SURABAYA,JAWA TIMUR,0.0
2021-12-21,129000,1,SURABAYA,JAWA TIMUR,0.0
2021-12-21,129000,1,SURABAYA,JAWA TIMUR,0.0
2021-12-21,129000,1,SURABAYA,JAWA TIMUR,0.0
2021-12-21,129000,1,SURABAYA,JAWA TIMUR,0.0
2021-12-21,129000,1,SURABAYA,JAWA TIMUR,0.0
2021-12-22,129000,1,SURABAYA,JAWA TIMUR,122500.0
2021-12-22,129000,1,SURABAYA,JAWA TIMUR,122500.0
2021-12-22,129000,1,SURABAYA,JAWA TIMUR,122500.0
2021-12-22,129000,1,SURABAYA,JAWA TIMUR,122500.0
2021-12-22,129000,1,SURABAYA,JAWA TIMUR,122500.0
2021-12-22,129000,1,SURABAYA,JAWA TIMUR,122500.0
2021-12-22,129000,1,SURABAYA,JAWA TIMUR,122500.0
2021-12-22,129000,1,SURABAYA,JAWA TIMUR,122500.0
2021-12-22,129000,1,SURABAYA,JAWA TIMUR,122500.0
2021-12-22,129000,1,SURABAYA,JAWA TIMUR,122500.0
2021-12-23,129000,1,SURABAYA,JAWA TIMUR,122500.0
2021-12-23,129000,1,SURABAYA,JAWA TIMUR,122500.0
2021-12-23,129000,1,SURABAYA,JAWA TIMUR,122500.0
2021-12-23,129000,1,SURABAYA,JAWA TIMUR,122500.0
2021-12-23,129000,1,SURABAYA,JAWA TIMUR,122500.0
2021-12-23,129000,1,SIDOARJO,JAWA TIMUR,122500.0
2021-12-23,129000,1,SIDOARJO,JAWA TIMUR,122500.0
2021-12-23,129000,1,SIDOARJO,JAWA TIMUR,122500.0
2021-12-23,129000,1,SIDOARJO,JAWA TIMUR,122500.0
2021-12-23,129000,1,SIDOARJO,JAWA TIMUR,122500.0
2021-12-24,129000,1,SIDOARJO,JAWA TIMUR,122500.0
2021-12-24,129000,1,SIDOARJO,JAWA TIMUR,122500.0
2021-12-24,129000,1,SIDOARJO,JAWA TIMUR,122500.0
2021-12-24,129000,1,SIDOARJO,JAWA TIMUR,122500.0
2021-12-24,129000,1,SIDOARJO,JAWA TIMUR,122500.0
2021-12-24,129000,1,SIDOARJO,JAWA TIMUR,122500.0
2021-12-24,129000,1,SIDOARJO,JAWA TIMUR,122500.0
2021-12-24,129000,1,SIDOARJO,JAWA TIMUR,122500.0
2021-12-24,129000,1,SIDOARJO,JAWA TIMUR,122500.0
2021-12-27,129000,1,SURABAYA,JAWA TIMUR,122500.0
2021-12-27,129000,1,SURABAYA,JAWA TIMUR,122500.0
2021-12-27,129000,1,SURABAYA,JAWA TIMUR,122500.0
2021-12-27,129000,1,SURABAYA,JAWA TIMUR,122500.0
2021-12-27,129000,1,SURABAYA,JAWA TIMUR,122500.0
2021-12-29,129000,1,SURABAYA,JAWA TIMUR,122500.0
2021-12-29,129000,1,SURABAYA,JAWA TIMUR,122500.0
2021-12-29,129000,1,SURABAYA,JAWA TIMUR,122500.0
2021-12-29,129000,1,SURABAYA,JAWA TIMUR,122500.0
2021-12-29,129000,1,SURABAYA,JAWA TIMUR,122500.0
2021-12-29,129000,1,SIDOARJO,JAWA TIMUR,122500.0
2021-12-29,129000,1,SIDOARJO,JAWA TIMUR,122500.0
2021-12-29,129000,1,SIDOARJO,JAWA TIMUR,122500.0
2021-12-29,129000,1,SIDOARJO,JAWA TIMUR,122500.0
2021-12-29,129000,1,SIDOARJO,JAWA TIMUR,122500.0
2021-12-29,129000,1,SIDOARJO,JAWA TIMUR,122500.0
2021-12-30,129000,1,SURABAYA,JAWA TIMUR,122500.0
2021-12-30,129000,1,SURABAYA,JAWA TIMUR,122500.0
2021-12-30,129000,1,SURABAYA,JAWA TIMUR,122500.0
2021-12-30,129000,1,SURABAYA,JAWA TIMUR,122500.0
2021-12-30,129000,1,SURABAYA,JAWA TIMUR,122500.0
2021-12-30,129000,1,SURABAYA,JAWA TIMUR,122500.0
2021-12-30,129000,1,SURABAYA,JAWA TIMUR,122500.0
2021-12-30,129000,1,SURABAYA,JAWA TIMUR,122500.0
2021-12-30,129000,1,SURABAYA,JAWA TIMUR,122500.0
2021-12-31,129000,1,SURABAYA,JAWA TIMUR,122500.0
2021-12-31,129000,1,SURABAYA,JAWA TIMUR,122500.0
2021-12-31,129000,1,SURABAYA,JAWA TIMUR,122500.0
2021-12-31,129000,1,SURABAYA,JAWA TIMUR,122500.0
2021-12-31,129000,1,SURABAYA,JAWA TIMUR,122500.0
2021-12-31,129000,1,SURABAYA,JAWA TIMUR,122500.0
2021-12-31,129000,1,SURABAYA,JAWA TIMUR,122500.0
2022-01-01,129000,1,SURABAYA,JAWA TIMUR,122500.0
2022-01-01,129000,1,SURABAYA,JAWA TIMUR,122500.0
2022-01-01,129000,1,SURABAYA,JAWA TIMUR,122500.0
2022-01-01,129000,1,SURABAYA,JAWA TIMUR,122500.0
2022-01-01,129000,1,SURABAYA,JAWA TIMUR,122500.0
2022-01-03,129000,1,SURABAYA,JAWA TIMUR,122500.0
2022-01-03,129000,1,SURABAYA,JAWA TIMUR,122500.0
2022-01-03,129000,1,SURABAYA,JAWA TIMUR,122500.0
2022-01-03,129000,1,SURABAYA,JAWA TIMUR,122500.0
2022-01-03,129000,1,SURABAYA,JAWA TIMUR,122500.0
