order_date,bp,previous_bp,city,order_date_1,order_month,order_year,price_sold_at,quantity
2022-08-11 02:14:39,584817.0,585000.0,KABUPATEN MALANG,2022-08-11 02:14:39,8,2022,593700,2
2022-08-11 02:13:46,584817.0,585000.0,KABUPATEN MALANG,2022-08-11 02:13:46,8,2022,593700,1
2022-08-11 02:13:46,585000.0,584817.0,KABUPATEN MALANG,2022-08-11 02:13:46,8,2022,593700,1
2022-08-11 02:13:32,585000.0,584817.0,KABUPATEN MALANG,2022-08-11 02:13:32,8,2022,611300,1
2022-08-11 02:13:32,584817.0,585000.0,KABUPATEN MALANG,2022-08-11 02:13:32,8,2022,611300,1
2022-08-11 01:40:23,585000.0,584817.0,KABUPATEN MALANG,2022-08-11 01:40:23,8,2022,593700,2
2022-08-11 01:40:23,584817.0,585000.0,KABUPATEN MALANG,2022-08-11 01:40:23,8,2022,593700,2
2022-08-11 01:40:23,585000.0,584817.0,KABUPATEN MALANG,2022-08-11 01:40:23,8,2022,593700,2
2022-08-11 01:40:23,584817.0,585000.0,KABUPATEN MALANG,2022-08-11 01:40:23,8,2022,593700,2
2022-08-11 01:33:06,584817.0,585000.0,KABUPATEN MALANG,2022-08-11 01:33:06,8,2022,593700,2
2022-08-11 01:33:06,585000.0,584817.0,KABUPATEN MALANG,2022-08-11 01:33:06,8,2022,593700,2
2022-08-11 01:33:06,585000.0,584817.0,KABUPATEN MALANG,2022-08-11 01:33:06,8,2022,593700,2
2022-08-11 01:33:06,584817.0,585000.0,KABUPATEN MALANG,2022-08-11 01:33:06,8,2022,593700,2
2022-08-11 01:23:12,584817.0,584889.0,KABUPATEN MALANG,2022-08-11 01:23:12,8,2022,593700,2
2022-08-11 01:23:12,584889.0,584817.0,KABUPATEN MALANG,2022-08-11 01:23:12,8,2022,593700,2
2022-08-11 01:22:50,584817.0,584889.0,KABUPATEN MALANG,2022-08-11 01:22:50,8,2022,593700,1
2022-08-11 01:22:50,584889.0,584817.0,KABUPATEN MALANG,2022-08-11 01:22:50,8,2022,593700,1
2022-08-11 01:21:19,584889.0,584817.0,KABUPATEN MALANG,2022-08-11 01:21:19,8,2022,593700,1
2022-08-11 01:21:19,584817.0,584889.0,KABUPATEN MALANG,2022-08-11 01:21:19,8,2022,593700,1
2022-08-11 01:21:04,584889.0,584817.0,KABUPATEN MALANG,2022-08-11 01:21:04,8,2022,593700,1
2022-08-11 01:21:04,584817.0,584889.0,KABUPATEN MALANG,2022-08-11 01:21:04,8,2022,593700,1
2022-08-11 01:19:14,584817.0,585000.0,KABUPATEN MALANG,2022-08-11 01:19:14,8,2022,611300,1
2022-08-11 01:19:14,585000.0,584817.0,KABUPATEN MALANG,2022-08-11 01:19:14,8,2022,611300,1
